"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"UBXN10"	0.00137627482113421	0.0232078380992404	0.004	0.001	1	"CD8+ Cytotoxic"	"UBXN10"
"CIART"	0.00137780337168181	0.0164350832202409	0.004	0.001	1	"CD8+ Cytotoxic"	"CIART"
"NDUFS1"	0.00137852982084562	0.00792188153105433	0.071	0.104	1	"CD8+ Cytotoxic"	"NDUFS1"
"AC092338.2"	0.00138105674160574	0.0101133104375724	0.004	0.001	1	"CD8+ Cytotoxic"	"AC092338.2"
"ZNF704"	0.00138354939148128	0.0112913390318122	0.004	0.001	1	"CD8+ Cytotoxic"	"ZNF704"
"KDM7A"	0.00138580628783725	0.149266486361774	0.113	0.089	1	"CD8+ Cytotoxic"	"KDM7A"
"C12orf10"	0.00138645796999435	0.0289530854034138	0.132	0.18	1	"CD8+ Cytotoxic"	"C12orf10"
"BACE1-AS"	0.00139463205706947	0.0202255313274686	0.006	0.002	1	"CD8+ Cytotoxic"	"BACE1-AS"
"MYL6"	0.00139551809852358	0.0281376723097324	0.907	0.909	1	"CD8+ Cytotoxic"	"MYL6"
"CBL"	0.00139790568063717	0.017989334758845	0.091	0.128	1	"CD8+ Cytotoxic"	"CBL"
"RUNX2"	0.00140850681289356	0.0890720636405953	0.04	0.025	1	"CD8+ Cytotoxic"	"RUNX2"
"FRG1"	0.00141104680834765	0.0376866840238604	0.162	0.216	1	"CD8+ Cytotoxic"	"FRG1"
"MTURN"	0.00141683074030965	0.054450431381331	0.017	0.008	1	"CD8+ Cytotoxic"	"MTURN"
"ADTRP"	0.00141807023640787	0.119684799350914	0.028	0.016	1	"CD8+ Cytotoxic"	"ADTRP"
"FBXO22"	0.00141966607433189	0.0140907670788186	0.054	0.083	1	"CD8+ Cytotoxic"	"FBXO22"
"RTN3"	0.0014237636965794	0.0476090506068924	0.095	0.135	1	"CD8+ Cytotoxic"	"RTN3"
"C1orf61"	0.00142893053956062	0.0332628855368038	0.013	0.005	1	"CD8+ Cytotoxic"	"C1orf61"
"SPIRE1"	0.0014361284835333	0.0280610592524121	0.005	0.002	1	"CD8+ Cytotoxic"	"SPIRE1"
"PATL2"	0.00144021673312191	0.196810407708855	0.11	0.086	1	"CD8+ Cytotoxic"	"PATL2"
"QSOX1"	0.00144558595947364	0.121484490625399	0.064	0.045	1	"CD8+ Cytotoxic"	"QSOX1"
"PIK3CB"	0.00145638119490434	0.119921050765998	0.056	0.038	1	"CD8+ Cytotoxic"	"PIK3CB"
"STT3A"	0.00146371686118459	0.00982629506994337	0.072	0.105	1	"CD8+ Cytotoxic"	"STT3A"
"PPCDC"	0.00146661428605661	0.00078102754030604	0.027	0.048	1	"CD8+ Cytotoxic"	"PPCDC"
"SYNJ1"	0.0014724437465063	0.0597292681636445	0.035	0.021	1	"CD8+ Cytotoxic"	"SYNJ1"
"PTPN7"	0.00147990069685803	0.220341691891311	0.349	0.339	1	"CD8+ Cytotoxic"	"PTPN7"
"GLS"	0.00149552545432157	0.0168399772632287	0.164	0.218	1	"CD8+ Cytotoxic"	"GLS"
"NR3C2"	0.00153120462550933	0.0247587800643409	0.014	0.007	1	"CD8+ Cytotoxic"	"NR3C2"
"AC100810.1"	0.00153402269616313	0.173462749719315	0.093	0.071	1	"CD8+ Cytotoxic"	"AC100810.1"
"PET100"	0.0015372780844474	0.264061929641948	0.427	0.443	1	"CD8+ Cytotoxic"	"PET100"
"COA5"	0.00154128148485343	0.0225988190146242	0.137	0.185	1	"CD8+ Cytotoxic"	"COA5"
"AL121936.1"	0.00154181458249543	0.00930703536783834	0.001	0	1	"CD8+ Cytotoxic"	"AL121936.1"
"PTGER1"	0.00154181458249543	0.00857226362641261	0.001	0	1	"CD8+ Cytotoxic"	"PTGER1"
"AL731661.1"	0.00154181458249543	0.00729035463507776	0.001	0	1	"CD8+ Cytotoxic"	"AL731661.1"
"AL137025.1"	0.00154181458249543	0.00657153468883125	0.001	0	1	"CD8+ Cytotoxic"	"AL137025.1"
"AD000090.1"	0.00154181458249543	0.0065633535564912	0.001	0	1	"CD8+ Cytotoxic"	"AD000090.1"
"SALL4"	0.00154181458249543	0.00549227378054251	0.001	0	1	"CD8+ Cytotoxic"	"SALL4"
"LINC02301"	0.00154181458249543	0.00542608465643339	0.001	0	1	"CD8+ Cytotoxic"	"LINC02301"
"AC092802.2"	0.00154181458249543	0.00459129212186685	0.001	0	1	"CD8+ Cytotoxic"	"AC092802.2"
"NACAD"	0.00154181458249543	0.00448470281126598	0.001	0	1	"CD8+ Cytotoxic"	"NACAD"
"AC127496.1"	0.00154181458249543	0.00364430607801215	0.001	0	1	"CD8+ Cytotoxic"	"AC127496.1"
"TEX43"	0.00154181458249543	0.00316366295592874	0.001	0	1	"CD8+ Cytotoxic"	"TEX43"
"DNAH5"	0.00154181458249543	0.00283732561029493	0.001	0	1	"CD8+ Cytotoxic"	"DNAH5"
"AL355607.1"	0.00154181458249543	0.00273902255907059	0.001	0	1	"CD8+ Cytotoxic"	"AL355607.1"
"AL157884.2"	0.00154181458249543	0.00268901744844515	0.001	0	1	"CD8+ Cytotoxic"	"AL157884.2"
"AC092653.1"	0.00154181458249543	0.00221307861121955	0.001	0	1	"CD8+ Cytotoxic"	"AC092653.1"
"CLDN10"	0.00154251773529708	0.00793137233223472	0.001	0	1	"CD8+ Cytotoxic"	"CLDN10"
"AC131009.1"	0.00154251773529708	0.00472349335732894	0.001	0	1	"CD8+ Cytotoxic"	"AC131009.1"
"SEC14L6"	0.00154251773529708	0.00449125149518038	0.001	0	1	"CD8+ Cytotoxic"	"SEC14L6"
"PZP"	0.00154251773529708	0.00407850379044425	0.001	0	1	"CD8+ Cytotoxic"	"PZP"
"AL121890.4"	0.00154251773529708	0.00329866493205925	0.001	0	1	"CD8+ Cytotoxic"	"AL121890.4"
"AC009720.1"	0.00154251773529708	0.00308969712917882	0.001	0	1	"CD8+ Cytotoxic"	"AC009720.1"
"CHST1"	0.00154251773529708	0.00295563315737928	0.001	0	1	"CD8+ Cytotoxic"	"CHST1"
"ANKRD60"	0.00154251773529708	0.00189759342621647	0.001	0	1	"CD8+ Cytotoxic"	"ANKRD60"
"AC008121.2"	0.00154322118341815	0.00354843305344824	0.001	0	1	"CD8+ Cytotoxic"	"AC008121.2"
"AL391097.2"	0.00154322118341815	0.00315449663741688	0.001	0	1	"CD8+ Cytotoxic"	"AL391097.2"
"AC123912.4"	0.00154322118341815	0.00268265076362157	0.001	0	1	"CD8+ Cytotoxic"	"AC123912.4"
"AC004232.2"	0.00154322118341815	0.00244060975159407	0.001	0	1	"CD8+ Cytotoxic"	"AC004232.2"
"RGPD4"	0.00154322118341815	0.0023867450385231	0.001	0	1	"CD8+ Cytotoxic"	"RGPD4"
"SLC28A3"	0.00154322118341815	0.00202094446272273	0.001	0	1	"CD8+ Cytotoxic"	"SLC28A3"
"AL023284.4"	0.00154322118341815	0.00178176238403204	0.001	0	1	"CD8+ Cytotoxic"	"AL023284.4"
"AF186192.3"	0.00154322118341815	0.00167633818704851	0.001	0	1	"CD8+ Cytotoxic"	"AF186192.3"
"IHH"	0.00154322118341815	0.00149253707107371	0.001	0	1	"CD8+ Cytotoxic"	"IHH"
"CELF2-AS2"	0.00154322118341815	0.000725877613139857	0.001	0	1	"CD8+ Cytotoxic"	"CELF2-AS2"
"MOG"	0.0015439249269703	0.00335691744198953	0.001	0	1	"CD8+ Cytotoxic"	"MOG"
"C8orf34"	0.0015439249269703	0.00251589470611721	0.001	0	1	"CD8+ Cytotoxic"	"C8orf34"
"AC015911.6"	0.0015439249269703	0.00202502900848997	0.001	0	1	"CD8+ Cytotoxic"	"AC015911.6"
"AC004597.1"	0.0015439249269703	0.00171338138990767	0.001	0	1	"CD8+ Cytotoxic"	"AC004597.1"
"AC096734.1"	0.0015439249269703	0.00122100931029772	0.001	0	1	"CD8+ Cytotoxic"	"AC096734.1"
"CDCA4"	0.00154544408758223	0.0229582845745329	0.065	0.096	1	"CD8+ Cytotoxic"	"CDCA4"
"SPAG7"	0.00156024582555671	0.029373186327318	0.168	0.222	1	"CD8+ Cytotoxic"	"SPAG7"
"NDUFA5"	0.00156150142215942	0.0161460446152304	0.23	0.3	1	"CD8+ Cytotoxic"	"NDUFA5"
"UROS"	0.00156993218828623	0.0182300971381332	0.116	0.158	1	"CD8+ Cytotoxic"	"UROS"
"COQ9"	0.00157755737345835	0.0120074106910305	0.054	0.083	1	"CD8+ Cytotoxic"	"COQ9"
"IFI44"	0.00158807453324429	0.0601894671366056	0.032	0.019	1	"CD8+ Cytotoxic"	"IFI44"
"NR1H2"	0.00159108312532079	0.033408615778084	0.209	0.277	1	"CD8+ Cytotoxic"	"NR1H2"
"SENP5"	0.00159692041903393	0.00428053896384917	0.063	0.093	1	"CD8+ Cytotoxic"	"SENP5"
"STK24"	0.00159977051640267	0.0418378297238209	0.097	0.137	1	"CD8+ Cytotoxic"	"STK24"
"CSNK1A1"	0.0016114732805	0.0247739227633779	0.291	0.374	1	"CD8+ Cytotoxic"	"CSNK1A1"
"WDR82"	0.00161727428401562	0.227102653739135	0.168	0.145	1	"CD8+ Cytotoxic"	"WDR82"
"DZIP3"	0.00163055909346964	0.175044147285358	0.099	0.077	1	"CD8+ Cytotoxic"	"DZIP3"
"AL049836.1"	0.00163509104550449	0.0180107184333628	0.002	0	1	"CD8+ Cytotoxic"	"AL049836.1"
"BARX2"	0.00163548777939925	0.00740399148584468	0.002	0	1	"CD8+ Cytotoxic"	"BARX2"
"AC145285.3"	0.00163707560100627	0.00765784675771919	0.002	0	1	"CD8+ Cytotoxic"	"AC145285.3"
"EFNA5"	0.00163707560100627	0.00475465733942813	0.002	0	1	"CD8+ Cytotoxic"	"EFNA5"
"LINC02086"	0.00163787004367564	0.00403546728230916	0.002	0	1	"CD8+ Cytotoxic"	"LINC02086"
"MN1"	0.00163945999345804	0.00399870610650407	0.002	0	1	"CD8+ Cytotoxic"	"MN1"
"GBP4"	0.00164447208140434	0.159939633138381	0.121	0.096	1	"CD8+ Cytotoxic"	"GBP4"
"ARHGEF4"	0.00164596788417018	0.00958235310125631	0.004	0.001	1	"CD8+ Cytotoxic"	"ARHGEF4"
"LRRFIP2"	0.00164784104096756	0.00771416632481509	0.094	0.132	1	"CD8+ Cytotoxic"	"LRRFIP2"
"AL359962.2"	0.00165406939486933	0.0186793594258922	0.003	0	1	"CD8+ Cytotoxic"	"AL359962.2"
"WAPL"	0.00165521239385071	0.0458965853166333	0.174	0.232	1	"CD8+ Cytotoxic"	"WAPL"
"MTMR11"	0.00165633910234895	0.00961368562224464	0.003	0	1	"CD8+ Cytotoxic"	"MTMR11"
"Z97832.2"	0.00166031798715636	0.00548326068908926	0.003	0	1	"CD8+ Cytotoxic"	"Z97832.2"
"AL020998.1"	0.00166060252945836	0.00969021391245478	0.003	0	1	"CD8+ Cytotoxic"	"AL020998.1"
"P3H3"	0.00167906348438433	0.0143424405314626	0.004	0.001	1	"CD8+ Cytotoxic"	"P3H3"
"LANCL3"	0.00168155998367056	0.00769664986960544	0.004	0.001	1	"CD8+ Cytotoxic"	"LANCL3"
"AC245297.3"	0.0016901943977052	0.109529191947079	0.058	0.04	1	"CD8+ Cytotoxic"	"AC245297.3"
"KNOP1"	0.00169667497686504	0.000395608311427126	0.041	0.066	1	"CD8+ Cytotoxic"	"KNOP1"
"POLR1C"	0.00170055087941984	0.000407766807546395	0.061	0.091	1	"CD8+ Cytotoxic"	"POLR1C"
"RBCK1"	0.00170782622103698	0.266793226707837	0.326	0.319	1	"CD8+ Cytotoxic"	"RBCK1"
"HELZ2"	0.00170952679505737	0.147257917325157	0.073	0.053	1	"CD8+ Cytotoxic"	"HELZ2"
"NOTCH1"	0.00171187865700725	0.134811407522974	0.087	0.065	1	"CD8+ Cytotoxic"	"NOTCH1"
"TOB1"	0.0017133189717639	0.216893815687028	0.085	0.065	1	"CD8+ Cytotoxic"	"TOB1"
"EIF2S1"	0.00173254580361766	0.00622269954164528	0.128	0.174	1	"CD8+ Cytotoxic"	"EIF2S1"
"FGFRL1"	0.00176315727316692	0.0255889435539753	0.01	0.004	1	"CD8+ Cytotoxic"	"FGFRL1"
"MED16"	0.00176751810191286	0.00159029706023778	0.089	0.125	1	"CD8+ Cytotoxic"	"MED16"
"TFG"	0.00177501129450721	0.00446392130395584	0.102	0.141	1	"CD8+ Cytotoxic"	"TFG"
"ZMAT5"	0.00177623824986996	0.0138475443763953	0.075	0.109	1	"CD8+ Cytotoxic"	"ZMAT5"
"EPHX2"	0.00178031435196055	0.0879232053339229	0.04	0.025	1	"CD8+ Cytotoxic"	"EPHX2"
"FAM98C"	0.00179264086291173	0.196127367239747	0.115	0.093	1	"CD8+ Cytotoxic"	"FAM98C"
"EIF2B3"	0.00179969324875089	0.00351599510778752	0.05	0.077	1	"CD8+ Cytotoxic"	"EIF2B3"
"MMS19"	0.00183371174345238	0.0105863075622849	0.06	0.09	1	"CD8+ Cytotoxic"	"MMS19"
"SV2A"	0.00184510729622443	0.0138815188101788	0.005	0.002	1	"CD8+ Cytotoxic"	"SV2A"
"PPP4R3B"	0.00184906345229852	0.0407318672359198	0.203	0.265	1	"CD8+ Cytotoxic"	"PPP4R3B"
"PCGF5"	0.00185504107122834	0.030180955524852	0.17	0.224	1	"CD8+ Cytotoxic"	"PCGF5"
"SVIP"	0.00186343688808218	0.202813365654074	0.163	0.138	1	"CD8+ Cytotoxic"	"SVIP"
"DUSP12"	0.00188853359059885	0.00334627988182845	0.089	0.126	1	"CD8+ Cytotoxic"	"DUSP12"
"C19orf24"	0.00189909626122566	0.274038270117353	0.263	0.251	1	"CD8+ Cytotoxic"	"C19orf24"
"CCDC59"	0.00190562913967886	0.0171660344484349	0.229	0.295	1	"CD8+ Cytotoxic"	"CCDC59"
"LSM12"	0.00192168090689794	0.0261392555341906	0.109	0.15	1	"CD8+ Cytotoxic"	"LSM12"
"PARP10"	0.0019403450804985	0.228104808386679	0.181	0.159	1	"CD8+ Cytotoxic"	"PARP10"
"NFATC2IP"	0.00194844466027821	0.0132949068172992	0.104	0.144	1	"CD8+ Cytotoxic"	"NFATC2IP"
"SUCLG2"	0.00195993343437615	0.00342990687140476	0.117	0.158	1	"CD8+ Cytotoxic"	"SUCLG2"
"SDAD1"	0.00196354879280369	0.0240902230675912	0.128	0.174	1	"CD8+ Cytotoxic"	"SDAD1"
"CHMP1A"	0.00198433871917673	0.0204688568422808	0.118	0.16	1	"CD8+ Cytotoxic"	"CHMP1A"
"ZNF570"	0.00200162378761867	0.088883564762434	0.034	0.021	1	"CD8+ Cytotoxic"	"ZNF570"
"PSMC1"	0.0020422302903361	0.0550116742491179	0.177	0.234	1	"CD8+ Cytotoxic"	"PSMC1"
"NDUFA7"	0.00204381176829814	0.00911728899896674	0.049	0.075	1	"CD8+ Cytotoxic"	"NDUFA7"
"MISP3"	0.00204465460508145	0.0152473157210488	0.005	0.002	1	"CD8+ Cytotoxic"	"MISP3"
"PSMD10"	0.00206155727808792	0.0385675144358942	0.083	0.118	1	"CD8+ Cytotoxic"	"PSMD10"
"PRPSAP1"	0.00207461194477444	0.000975293303989044	0.08	0.114	1	"CD8+ Cytotoxic"	"PRPSAP1"
"VANGL1"	0.00209362514869298	0.062290863640055	0.02	0.01	1	"CD8+ Cytotoxic"	"VANGL1"
"WDR7"	0.00210068151352118	0.136980853074177	0.061	0.043	1	"CD8+ Cytotoxic"	"WDR7"
"KXD1"	0.00211801085557667	0.0406726882691981	0.202	0.266	1	"CD8+ Cytotoxic"	"KXD1"
"BLMH"	0.00212565176773687	0.0276501377424755	0.07	0.102	1	"CD8+ Cytotoxic"	"BLMH"
"TSEN15"	0.00214649129105586	0.228624200279061	0.132	0.11	1	"CD8+ Cytotoxic"	"TSEN15"
"RPP38"	0.00216177126779279	0.00363109248910298	0.06	0.089	1	"CD8+ Cytotoxic"	"RPP38"
"UCHL5"	0.0021668304639303	0.0236487929421679	0.119	0.162	1	"CD8+ Cytotoxic"	"UCHL5"
"ATP6V1D"	0.00217085559393404	0.03972559286713	0.096	0.134	1	"CD8+ Cytotoxic"	"ATP6V1D"
"TIMM44"	0.00217147967561473	0.00671192574393362	0.052	0.079	1	"CD8+ Cytotoxic"	"TIMM44"
"AC103724.3"	0.00217193900687706	0.0307907130466794	0.012	0.005	1	"CD8+ Cytotoxic"	"AC103724.3"
"AC005920.1"	0.00217952120480856	0.0131335067129635	0.003	0.001	1	"CD8+ Cytotoxic"	"AC005920.1"
"ACYP1"	0.0022079736453187	0.0391246173153693	0.082	0.117	1	"CD8+ Cytotoxic"	"ACYP1"
"ELMO2"	0.00221179034941186	0.123218542164375	0.06	0.042	1	"CD8+ Cytotoxic"	"ELMO2"
"PSMD7"	0.00222269241046527	0.0233702463418609	0.235	0.306	1	"CD8+ Cytotoxic"	"PSMD7"
"BCL7B"	0.0022247904451361	0.0323639521552307	0.16	0.211	1	"CD8+ Cytotoxic"	"BCL7B"
"TM9SF3"	0.00223273985628769	0.188982827733288	0.135	0.112	1	"CD8+ Cytotoxic"	"TM9SF3"
"TMEM263"	0.00225950798279688	0.00887673555422042	0.075	0.106	1	"CD8+ Cytotoxic"	"TMEM263"
"PIN1"	0.00226990844911832	0.25294540101031	0.283	0.273	1	"CD8+ Cytotoxic"	"PIN1"
"RCC1L"	0.00228780390563656	0.00104503484964308	0.048	0.073	1	"CD8+ Cytotoxic"	"RCC1L"
"SNRNP40"	0.00228932918765077	0.0254160846058146	0.171	0.226	1	"CD8+ Cytotoxic"	"SNRNP40"
"ZNF638"	0.00232526081525895	0.0215588990781749	0.197	0.255	1	"CD8+ Cytotoxic"	"ZNF638"
"FAS"	0.00232865142787071	0.185988826535506	0.117	0.094	1	"CD8+ Cytotoxic"	"FAS"
"JUND"	0.00233689091447575	0.330411941681245	0.403	0.407	1	"CD8+ Cytotoxic"	"JUND"
"PRRC2C"	0.00234071947760721	0.230663683543094	0.547	0.581	1	"CD8+ Cytotoxic"	"PRRC2C"
"NUPL2"	0.00236327696405285	0.0291054444541353	0.137	0.184	1	"CD8+ Cytotoxic"	"NUPL2"
"NAP1L4"	0.00236782243987161	0.22442962116321	0.308	0.3	1	"CD8+ Cytotoxic"	"NAP1L4"
"DEF6"	0.00237860233294121	0.262827137748106	0.318	0.308	1	"CD8+ Cytotoxic"	"DEF6"
"DENND1C"	0.00238553193889394	0.222124631446434	0.243	0.225	1	"CD8+ Cytotoxic"	"DENND1C"
"NUDT5"	0.00239865568870293	0.0490183919219198	0.158	0.21	1	"CD8+ Cytotoxic"	"NUDT5"
"ZDHHC13"	0.00240586701685623	0.00357059624036923	0.036	0.059	1	"CD8+ Cytotoxic"	"ZDHHC13"
"BTBD6"	0.00240985246202189	0.0801273777593444	0.044	0.029	1	"CD8+ Cytotoxic"	"BTBD6"
"PEX2"	0.00241907083970004	0.0403827990650462	0.109	0.148	1	"CD8+ Cytotoxic"	"PEX2"
"SRGAP2C"	0.0024211947966175	0.0114065723895428	0.036	0.058	1	"CD8+ Cytotoxic"	"SRGAP2C"
"HSPA1L"	0.00242736419580345	0.0423506629289371	0.012	0.005	1	"CD8+ Cytotoxic"	"HSPA1L"
"RBPJ"	0.00244201086912519	0.240856565781449	0.169	0.147	1	"CD8+ Cytotoxic"	"RBPJ"
"RBBP5"	0.00245551501119716	0.028934720078631	0.056	0.084	1	"CD8+ Cytotoxic"	"RBBP5"
"PLPP2"	0.00245597739127185	0.0794350987563068	0.017	0.009	1	"CD8+ Cytotoxic"	"PLPP2"
"YTHDF2"	0.00245941870997719	0.0448249971768785	0.199	0.262	1	"CD8+ Cytotoxic"	"YTHDF2"
"TESPA1"	0.00247032336650832	0.203004527586253	0.127	0.104	1	"CD8+ Cytotoxic"	"TESPA1"
"ZFAND3"	0.00247412771162786	0.0307614392929373	0.119	0.16	1	"CD8+ Cytotoxic"	"ZFAND3"
"DMAP1"	0.00248685828432877	0.0243106891342502	0.093	0.129	1	"CD8+ Cytotoxic"	"DMAP1"
"RANGRF"	0.00250497104209079	0.0185487153313673	0.154	0.203	1	"CD8+ Cytotoxic"	"RANGRF"
"APH1B"	0.00251353550114992	0.010392687522966	0.048	0.073	1	"CD8+ Cytotoxic"	"APH1B"
"DGCR6"	0.00254505152478565	0.0199295875207047	0.005	0.002	1	"CD8+ Cytotoxic"	"DGCR6"
"SCAMP3"	0.00257386608404624	0.00601303613391801	0.172	0.224	1	"CD8+ Cytotoxic"	"SCAMP3"
"CC2D1B"	0.00258307581769164	0.141158061848317	0.064	0.046	1	"CD8+ Cytotoxic"	"CC2D1B"
"TMF1"	0.00260760653631939	0.00482720900236222	0.202	0.258	1	"CD8+ Cytotoxic"	"TMF1"
"PBDC1"	0.00262455492690288	0.0344645255068947	0.101	0.139	1	"CD8+ Cytotoxic"	"PBDC1"
"UTP11"	0.00262593960612635	0.0140471643943199	0.069	0.1	1	"CD8+ Cytotoxic"	"UTP11"
"C21orf59"	0.00262886185381184	0.0111296091223372	0.128	0.172	1	"CD8+ Cytotoxic"	"C21orf59"
"DUSP7"	0.0026292351151879	0.0455527020458588	0.015	0.007	1	"CD8+ Cytotoxic"	"DUSP7"
"ZNF184"	0.00264415613056709	0.0661134839361412	0.033	0.02	1	"CD8+ Cytotoxic"	"ZNF184"
"CRTC2"	0.00264723712608825	0.0364924761420277	0.123	0.166	1	"CD8+ Cytotoxic"	"CRTC2"
"EPS8L1"	0.00265689090627149	0.0345133471879604	0.009	0.004	1	"CD8+ Cytotoxic"	"EPS8L1"
"FKBP10"	0.00265847896639153	0.00553597492438602	0.002	0	1	"CD8+ Cytotoxic"	"FKBP10"
"AL390037.1"	0.00265967627583269	0.0116551467959871	0.002	0	1	"CD8+ Cytotoxic"	"AL390037.1"
"AC087498.1"	0.00266027511535418	0.0135762554850853	0.002	0	1	"CD8+ Cytotoxic"	"AC087498.1"
"KRTAP12-3"	0.00266087407810633	0.00629680550345683	0.002	0	1	"CD8+ Cytotoxic"	"KRTAP12-3"
"SNHG9"	0.00266718029362165	0.247971330991944	0.259	0.245	1	"CD8+ Cytotoxic"	"SNHG9"
"METRNL"	0.0026681744034811	0.14162204521291	0.043	0.029	1	"CD8+ Cytotoxic"	"METRNL"
"PAN3"	0.00267306873838026	0.0138421563569051	0.07	0.101	1	"CD8+ Cytotoxic"	"PAN3"
"CLEC2D"	0.00268302890627133	0.224512042947245	0.369	0.362	1	"CD8+ Cytotoxic"	"CLEC2D"
"GMPS"	0.00268829967415936	0.0301416369043251	0.11	0.15	1	"CD8+ Cytotoxic"	"GMPS"
"BCKDHA"	0.00270805171131831	0.0124090945773797	0.087	0.122	1	"CD8+ Cytotoxic"	"BCKDHA"
"SNAP47"	0.00272364889181582	0.217972090516339	0.115	0.094	1	"CD8+ Cytotoxic"	"SNAP47"
"PAQR8"	0.00273439678761097	0.0933554536658839	0.039	0.025	1	"CD8+ Cytotoxic"	"PAQR8"
"NDUFAF2"	0.0027574059080779	0.0163037776101717	0.07	0.101	1	"CD8+ Cytotoxic"	"NDUFAF2"
"PGRMC2"	0.00277369412865106	0.13767515214002	0.071	0.053	1	"CD8+ Cytotoxic"	"PGRMC2"
"PSMA3"	0.00277630029045769	0.0199829401244027	0.22	0.286	1	"CD8+ Cytotoxic"	"PSMA3"
"ECHDC2"	0.0027824590024871	0.194363285510207	0.123	0.101	1	"CD8+ Cytotoxic"	"ECHDC2"
"XPO4"	0.00278565219088684	0.0289436690303569	0.103	0.141	1	"CD8+ Cytotoxic"	"XPO4"
"TRBV7-3"	0.00278750183535265	0.241032251705875	0.01	0.004	1	"CD8+ Cytotoxic"	"TRBV7-3"
"PMM2"	0.00278841618674245	0.00903967602164429	0.064	0.093	1	"CD8+ Cytotoxic"	"PMM2"
"TRIM33"	0.0028038652215397	0.194672958884718	0.116	0.095	1	"CD8+ Cytotoxic"	"TRIM33"
"GTF3C2"	0.00281554243526686	0.00118793253231914	0.071	0.102	1	"CD8+ Cytotoxic"	"GTF3C2"
"PCSK7"	0.00281638260076144	0.25248524576864	0.243	0.226	1	"CD8+ Cytotoxic"	"PCSK7"
"NUDCD3"	0.00284112038966501	0.0230616297536362	0.107	0.144	1	"CD8+ Cytotoxic"	"NUDCD3"
"ANKRD11"	0.00285386517365804	0.218813212752406	0.262	0.247	1	"CD8+ Cytotoxic"	"ANKRD11"
"VAV1"	0.00285716483227135	0.00099274584489395	0.122	0.164	1	"CD8+ Cytotoxic"	"VAV1"
"MRPS30"	0.00291411595754505	0.021945160755789	0.123	0.165	1	"CD8+ Cytotoxic"	"MRPS30"
"AC090948.3"	0.0029191161248529	0.0141735426077127	0.004	0.001	1	"CD8+ Cytotoxic"	"AC090948.3"
"EIF1AX"	0.00292883629110368	0.0198552949548767	0.288	0.366	1	"CD8+ Cytotoxic"	"EIF1AX"
"ZNHIT3"	0.00293669902215091	0.044314293216011	0.191	0.251	1	"CD8+ Cytotoxic"	"ZNHIT3"
"ORMDL1"	0.00293819302575096	0.269417196825575	0.27	0.259	1	"CD8+ Cytotoxic"	"ORMDL1"
"OPA1"	0.00296155164750735	0.0140614061846616	0.102	0.139	1	"CD8+ Cytotoxic"	"OPA1"
"TFPT"	0.00296322481950419	0.00528460586940546	0.064	0.093	1	"CD8+ Cytotoxic"	"TFPT"
"ZNF664"	0.00297551894796331	0.00420140006518133	0.052	0.078	1	"CD8+ Cytotoxic"	"ZNF664"
"AAMP"	0.00300044906942745	0.0289357474833873	0.181	0.239	1	"CD8+ Cytotoxic"	"AAMP"
"TRIM35"	0.00300176966088607	0.0808920905422981	0.036	0.023	1	"CD8+ Cytotoxic"	"TRIM35"
"HIKESHI"	0.00300365564156644	0.0382937973964508	0.199	0.26	1	"CD8+ Cytotoxic"	"HIKESHI"
"DDX28"	0.0030063653345437	0.00312331908290892	0.024	0.043	1	"CD8+ Cytotoxic"	"DDX28"
"PEX16"	0.00301055205284147	0.0388775015659568	0.148	0.198	1	"CD8+ Cytotoxic"	"PEX16"
"NTPCR"	0.00302342030311684	0.00880170837582817	0.07	0.101	1	"CD8+ Cytotoxic"	"NTPCR"
"GAPVD1"	0.00303869515094308	0.00792961285917959	0.084	0.117	1	"CD8+ Cytotoxic"	"GAPVD1"
"GTF2F2"	0.00306291886382275	0.0425826720169746	0.112	0.153	1	"CD8+ Cytotoxic"	"GTF2F2"
"NMB"	0.00307719758196208	0.113550803427142	0.049	0.034	1	"CD8+ Cytotoxic"	"NMB"
"NIP7"	0.00308045840313294	0.00653345188591897	0.112	0.152	1	"CD8+ Cytotoxic"	"NIP7"
"CRCP"	0.00310036017611838	0.000406425850839887	0.066	0.095	1	"CD8+ Cytotoxic"	"CRCP"
"BNIP3"	0.0031291991127626	0.172736729752175	0.103	0.082	1	"CD8+ Cytotoxic"	"BNIP3"
"STAMBP"	0.00313054951517227	0.0311537530729702	0.099	0.136	1	"CD8+ Cytotoxic"	"STAMBP"
"YPEL5"	0.00316057817374901	0.273717612041112	0.494	0.51	1	"CD8+ Cytotoxic"	"YPEL5"
"KMT2C"	0.00319475951766549	0.000838064723752696	0.184	0.237	1	"CD8+ Cytotoxic"	"KMT2C"
"AC025171.5"	0.0032150970338623	0.0192924959210663	0.004	0.001	1	"CD8+ Cytotoxic"	"AC025171.5"
"DNAJB9"	0.00321596033961622	0.195097844037642	0.164	0.14	1	"CD8+ Cytotoxic"	"DNAJB9"
"RRP1B"	0.00321636428472365	0.19632195659717	0.184	0.163	1	"CD8+ Cytotoxic"	"RRP1B"
"USP14"	0.00322156578099064	0.0211707721713676	0.127	0.169	1	"CD8+ Cytotoxic"	"USP14"
"AC011476.3"	0.00322840643643045	0.0129827853133334	0.004	0.001	1	"CD8+ Cytotoxic"	"AC011476.3"
